source_file;Project;Test;Result_index;Result;Interval;expected_points;Point No.;Time [min];Temperature [°C];Storage Modulus [Pa];Loss Modulus [Pa];Loss Factor [1];Complex Viscosity [Pa·s];Gap [mm];Normal Force [N];Torque [µN·m];Status;Test Time [s]
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;1;0.167;37.09;0.022517;0.13157;5.84;0.021245;0.102;;0.043648;M-;22.46
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;2;0.333;37.09;0.01064;0.13414;12.6;0.021416;0.102;;0.044009;M-;32.46
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;3;0.5;37.09;0.024928;0.13846;5.55;0.02239;0.102;;0.046033;M-;42.46
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;4;0.667;37.08;0.020372;0.14179;6.96;0.022799;0.102;;0.046894;M-;52.46
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;5;0.833;37.07;1.1955e-05;0.2391;20000.0;0.038054;0.102;;0.07672;M- ,ME-,taD;62.46
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;6;1.0;37.07;0.024217;0.15675;6.47;0.025243;0.102;;0.051887;M-;72.46
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;7;1.17;37.07;0.01657;0.19554;11.8;0.031233;0.102;;0.064199;M-;82.46
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;8;1.33;37.06;0.024983;0.1685;6.74;0.027111;0.102;;0.055699;M-;92.46
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;9;1.5;37.06;0.03768;0.18455;4.9;0.029979;0.102;;0.061588;M-;102.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;10;1.67;37.05;0.056444;0.20088;3.56;0.033208;0.102;;0.068154;M-;112.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;11;1.83;37.04;0.087068;0.21879;2.51;0.037478;0.102;;0.077077;M-;122.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;12;2.0;37.04;0.11789;0.22521;1.91;0.040458;0.102;;0.083142;M-;132.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;13;2.17;37.04;0.17988;0.2519;1.4;0.049264;0.102;;0.10115;M-;142.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;14;2.33;37.03;0.24258;0.27044;1.11;0.057821;0.102;;0.11864;M-;152.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;15;2.5;37.03;0.32607;0.29338;0.9;0.069809;0.102;;0.14322;M-;162.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;16;2.67;37.03;0.44307;0.30881;0.697;0.085955;0.102;;0.17603;M-;172.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;17;2.83;37.02;0.58332;0.3408;0.584;0.10752;0.102;;0.22034;M-;182.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;18;3.0;37.02;0.74163;0.36503;0.492;0.13156;0.102;;0.26946;M-;192.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;19;3.17;37.02;0.92682;0.39844;0.43;0.16056;0.102;;0.3294;M-;202.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;20;3.33;37.02;1.1455;0.43115;0.376;0.1948;0.102;;0.39837;M-;212.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;21;3.5;37.02;1.4044;0.47328;0.337;0.23587;0.102;;0.48292;M-;222.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;22;3.67;37.01;1.7061;0.5459;0.32;0.28509;0.102;;0.58265;M-;232.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;23;3.83;37.01;2.0246;0.57264;0.283;0.33487;0.102;;0.68439;M-;242.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;24;4.0;37.01;2.3924;0.68382;0.286;0.39602;0.102;;0.80627;M-;252.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;25;4.17;37.01;2.811;0.73679;0.262;0.4625;0.102;;0.94246;M-;262.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;26;4.33;37.01;3.2834;0.81579;0.248;0.53845;0.102;;1.097;;272.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;27;4.5;37.01;3.8189;0.93101;0.244;0.6256;0.102;;1.2696;;282.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;28;4.67;37.01;4.4111;1.043;0.236;0.72141;0.102;;1.4671;;292.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;29;4.83;37.01;5.0777;1.1664;0.23;0.82919;0.102;;1.6836;;302.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;30;5.0;37.01;5.8187;1.3174;0.226;0.94951;0.102;;1.9201;;312.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;31;5.17;37.01;6.6298;1.4922;0.225;1.0816;0.102;;2.1887;;322.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;32;5.33;37.01;7.5284;1.6826;0.224;1.2277;0.102;;2.4827;;332.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;33;5.5;37.01;8.5403;1.892;0.222;1.3922;0.102;;2.8103;;342.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;34;5.67;37.01;9.6365;2.1018;0.218;1.5697;0.102;;3.1645;;352.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;35;5.83;37.0;10.863;2.3512;0.216;1.7689;0.102;;3.5612;;362.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;36;6.0;37.0;12.222;2.6074;0.213;1.989;0.102;;3.9974;;372.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;37;6.17;37.01;13.711;2.8782;0.21;2.2297;0.102;;4.4782;;382.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;38;6.33;37.0;15.369;3.1526;0.205;2.497;0.102;;5.0101;;392.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;39;6.5;37.0;17.221;3.439;0.2;2.7949;0.102;;5.5858;;402.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;40;6.67;37.0;19.208;3.7252;0.194;3.1139;0.102;;6.231;;412.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;41;6.83;37.0;21.424;4.0099;0.187;3.469;0.102;;6.9268;;422.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;42;7.0;37.0;23.878;4.2874;0.18;3.861;0.102;;7.6996;;432.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;43;7.17;37.0;26.54;4.575;0.172;4.2863;0.102;;8.536;;442.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;44;7.33;37.0;29.477;4.8296;0.164;4.7539;0.102;;9.4501;;452.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;45;7.5;37.0;32.636;5.0845;0.156;5.2568;0.102;;10.444;;462.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;46;7.67;37.0;36.086;5.3081;0.147;5.805;0.102;;11.521;;472.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;47;7.83;37.0;39.797;5.5284;0.139;6.3946;0.102;;12.692;;482.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;48;8.0;37.0;43.985;5.6968;0.13;7.059;0.102;;13.936;WMa;492.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;49;8.17;37.0;48.2;5.8545;0.121;7.7276;0.102;;15.27;WMa;502.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;50;8.33;37.0;52.763;5.9866;0.113;8.4514;0.102;;16.739;WMa;512.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;51;8.5;37.0;57.731;6.0991;0.106;9.2394;0.102;;18.282;WMa;522.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;52;8.67;37.0;63.01;6.1456;0.0975;10.076;0.102;;19.926;WMa;532.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;53;8.83;37.0;68.48;6.2186;0.0908;10.944;0.102;;21.661;WMa;542.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;54;9.0;37.0;74.265;6.2586;0.0843;11.862;0.102;;23.499;WMa;552.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;55;9.17;37.0;80.463;6.2355;0.0775;12.844;0.102;;25.384;WMa;562.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;56;9.33;37.0;86.912;6.2114;0.0715;13.868;0.102;;27.46;WMa;572.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;57;9.5;37.0;93.592;6.1682;0.0659;14.928;0.102;;29.571;WMa;582.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;58;9.67;37.0;100.7;6.1286;0.0609;16.057;0.102;;31.804;WMa;592.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;59;9.83;37.0;107.96;6.0665;0.0562;17.209;0.102;;34.137;;602.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;60;10.0;37.0;115.59;5.9575;0.0515;18.421;0.102;;36.534;;612.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;61;10.2;37.0;123.38;5.8897;0.0477;19.659;0.102;;39.033;;622.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;62;10.3;37.0;131.46;5.8235;0.0443;20.943;0.102;;41.627;;632.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;63;10.5;37.0;139.96;5.6883;0.0406;22.293;0.102;;44.272;;642.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;64;10.7;37.0;148.36;5.6786;0.0383;23.629;0.102;;47.04;;652.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;65;10.8;37.0;157.38;5.4783;0.0348;25.063;0.102;;49.837;;662.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;66;11.0;37.0;166.23;5.4484;0.0328;26.471;0.102;;52.74;;672.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;67;11.2;37.0;175.55;5.3377;0.0304;27.953;0.102;;55.716;;682.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;68;11.3;37.0;185.15;5.245;0.0283;29.479;0.102;;58.754;;692.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;69;11.5;37.0;194.65;5.2011;0.0267;30.991;0.102;;61.881;;702.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;70;11.7;37.0;204.39;5.2384;0.0256;32.541;0.102;;64.884;;712.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;71;11.8;37.0;214.61;4.9988;0.0233;34.166;0.102;;68.232;;722.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;72;12.0;37.0;223.51;5.6466;0.0253;35.584;0.102;;71.562;;732.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;73;12.2;37.0;235.07;5.0276;0.0214;37.421;0.102;;74.74;;742.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;74;12.3;37.0;245.75;4.8658;0.0198;39.12;0.102;;78.308;;752.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;75;12.5;37.0;256.43;4.8315;0.0188;40.819;0.102;;81.725;;762.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;76;12.7;37.0;267.19;4.8107;0.018;42.531;0.102;;85.326;;772.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;77;12.8;37.0;278.05;4.9809;0.0179;44.26;0.102;;88.881;;782.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;78;13.0;37.0;289.4;4.7818;0.0165;46.066;0.102;;92.476;;792.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;79;13.2;37.0;300.92;4.67;0.0155;47.898;0.102;;96.081;;802.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;80;13.3;37.0;312.23;4.6964;0.015;49.699;0.102;;99.916;;812.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;81;13.5;37.0;324.0;4.4668;0.0138;51.571;0.102;;103.66;;822.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;82;13.7;37.0;335.47;4.6263;0.0138;53.397;0.102;;107.44;;832.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;83;13.8;37.0;347.58;4.5743;0.0132;55.324;0.102;;111.28;;842.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;84;14.0;37.0;359.32;4.6198;0.0129;57.192;0.102;;115.09;;852.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;85;14.2;37.0;371.43;4.6359;0.0125;59.12;0.102;;119.1;;862.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;86;14.3;37.0;383.59;4.7126;0.0123;61.056;0.102;;123.09;;872.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;87;14.5;37.0;396.13;4.4223;0.0112;63.05;0.102;;127.07;;882.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;88;14.7;37.0;408.45;4.4807;0.011;65.011;0.102;;131.15;;892.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;89;14.8;37.0;421.26;4.3401;0.0103;67.049;0.102;;135.19;;902.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;90;15.0;37.0;433.8;4.3839;0.0101;69.045;0.102;;139.36;;912.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;91;15.2;37.0;446.19;4.616;0.0103;71.017;0.102;;143.47;;922.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;92;15.3;37.0;459.28;4.4341;0.00965;73.1;0.102;;147.62;;932.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;93;15.5;37.0;472.4;4.3295;0.00916;75.188;0.102;;151.89;;942.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;94;15.7;37.0;485.31;4.4179;0.0091;77.242;0.102;;156.12;;952.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;95;15.8;37.0;498.38;4.3781;0.00878;79.322;0.102;;160.4;;962.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;96;16.0;37.0;512.18;3.9912;0.00779;81.518;0.102;;164.72;;972.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;97;16.2;37.0;524.78;4.3832;0.00835;83.525;0.102;;169.08;;982.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;98;16.3;37.0;538.56;4.161;0.00773;85.717;0.102;;173.38;;992.5
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;99;16.5;37.0;551.68;4.3738;0.00793;87.806;0.102;;177.79;;1002.0
Gelatine 10% + TG 5mg_mL 1.csv;Isothermic Test Gelatine | MU15AC33010, 02.07.2026 | 1;Gelatine 10% + TG 5mg/mL 1;1;Time (oscillation) 1;1;600;100;16.7;37.0;565.34;4.2598;0.00753;89.98;0.102;;182.16;;1012.0
